year,month,day,cityid,freq,spend_all,spend_aap,spend_acf,spend_aer,spend_apg,spend_durables,spend_nondurables,spend_grf,spend_gen,spend_hic,spend_hcs,spend_inperson,spend_inpersonmisc,spend_remoteservices,spend_sgh,spend_tws,spend_retail_w_grocery,spend_retail_no_grocery,provisional,date,Outcome,Location,Magnitude,GameDay,PostGame
2021,5,24,23,d,0.274,0.201,0.111,0.119,0.184,0.307,0.136,0.0983,0.172,0.454,0.255,0.0789,0.342,0.591,0.906,-0.238,0.261,0.348,0,5/24/21,,,,0,0
2021,5,25,23,d,0.24,0.178,0.117,0.243,0.162,0.299,0.117,0.0634,0.151,0.426,0.107,0.103,0.362,0.599,1.18,-0.231,0.224,0.31,0,5/25/21,,,,0,0
2021,5,26,23,d,0.246,0.14,0.105,0.231,0.158,0.318,0.116,0.0711,0.176,0.492,0.0777,0.113,0.393,0.616,1.27,-0.175,0.232,0.317,0,5/26/21,,,,0,0
2021,5,27,23,d,0.244,0.137,0.0911,0.267,0.134,0.363,0.0984,0.0653,0.134,0.487,0.0959,0.111,0.387,0.618,1.34,-0.157,0.238,0.328,0,5/27/21,,,,0,0
2021,5,28,23,d,0.263,0.137,0.084,0.168,0.122,0.343,0.0911,0.0671,0.111,0.433,0.198,0.138,0.48,0.65,1.48,-0.116,0.243,0.334,0,5/28/21,,,,0,0
2021,5,29,23,d,0.242,0.154,0.076,0.0759,0.137,0.341,0.0962,0.0763,0.126,0.207,0.238,0.0898,0.371,0.592,1.63,-0.169,0.22,0.292,0,5/29/21,,,,0,0
2021,5,30,23,d,0.236,0.174,0.0979,0.0522,0.158,0.339,0.112,0.0913,0.146,0.163,0.169,0.0957,0.344,0.588,1.77,-0.136,0.241,0.316,0,5/30/21,,,,0,0
2021,5,31,23,d,0.241,0.222,0.0651,0.0475,0.169,0.293,0.119,0.114,0.128,0.157,0.127,0.0972,0.442,0.585,1.68,-0.158,0.236,0.295,0,5/31/21,,,,0,0
2021,6,1,23,d,0.285,0.187,0.118,0.0427,0.205,0.334,0.123,0.186,0.157,0.154,0.0857,0.126,0.512,0.581,1.58,-0.18,0.246,0.318,0,6/1/21,,,,0,0
2021,6,2,23,d,0.277,0.187,0.129,0.0639,0.196,0.318,0.151,0.16,0.204,0.0736,-0.0106,0.158,0.667,0.558,1.12,-0.171,0.284,0.34,0,6/2/21,,,,0,0
2021,6,3,23,d,0.262,0.194,0.169,0.0109,0.227,0.282,0.165,0.185,0.257,0.0481,0.00236,0.102,0.617,0.559,1.38,-0.242,0.303,0.354,0,6/3/21,,,,0,0
2021,6,4,23,d,0.273,0.21,0.197,-0.0974,0.205,0.259,0.185,0.206,0.203,-0.0536,-0.21,0.102,0.666,0.569,1.29,-0.251,0.268,0.322,0,6/4/21,,,,0,0
2021,6,5,23,d,0.305,0.239,0.213,-0.00643,0.222,0.322,0.192,0.162,0.209,-0.00701,-0.209,0.139,0.727,0.607,1.19,-0.228,0.296,0.323,0,6/5/21,,,,0,0
2021,6,6,23,d,0.272,0.199,0.17,0.0529,0.191,0.319,0.151,0.118,0.185,-0.0187,-0.123,0.106,0.714,0.564,1.09,-0.292,0.257,0.324,0,6/6/21,,,,0,0
2021,6,7,23,d,0.237,0.188,0.165,-0.00713,0.165,0.313,0.14,0.0928,0.2,-0.0831,-0.114,0.0773,0.635,0.483,0.985,-0.297,0.247,0.313,0,6/7/21,,,,0,0
2021,6,8,23,d,0.217,0.138,0.137,-0.021,0.168,0.239,0.132,0.0754,0.199,-0.0345,-0.0612,0.0412,0.496,0.437,1.14,-0.341,0.2,0.256,0,6/8/21,,,,0,0
2021,6,9,23,d,0.196,0.188,0.11,-0.0594,0.206,0.268,0.156,0.0806,0.224,-0.0122,0.0582,0.0632,0.386,0.416,1.31,-0.278,0.225,0.293,0,6/9/21,,,,0,0
2021,6,10,23,d,0.205,0.191,0.15,-0.12,0.209,0.26,0.154,0.0396,0.225,0.109,0.205,0.0489,0.205,0.395,1.51,-0.273,0.201,0.281,0,6/10/21,,,,0,0
2021,6,11,23,d,0.188,0.178,0.136,-0.0444,0.217,0.245,0.131,0.00243,0.253,0.0934,0.144,0.00647,0.168,0.409,1.37,-0.318,0.189,0.287,0,6/11/21,,,,0,0
2021,6,12,23,d,0.193,0.168,0.132,0.00858,0.206,0.27,0.136,0.0401,0.241,0.168,0.239,-0.016,-0.0155,0.445,0.763,-0.377,0.189,0.264,0,6/12/21,,,,0,0
2021,6,13,23,d,0.195,0.122,0.135,-0.0833,0.2,0.277,0.14,0.0593,0.269,0.206,0.299,0.00603,-0.0507,0.421,0.708,-0.26,0.187,0.251,0,6/13/21,,,,0,0
2021,6,14,23,d,0.185,0.141,0.133,-0.089,0.23,0.305,0.135,0.0704,0.27,0.329,0.339,-0.0203,-0.17,0.434,0.761,-0.303,0.223,0.257,0,6/14/21,,,,0,0
2021,6,15,23,d,0.17,0.179,0.116,-0.0773,0.213,0.239,0.135,0.0695,0.243,0.245,0.305,-0.00326,-0.0782,0.416,0.809,-0.257,0.197,0.263,0,6/15/21,,,,0,0
2021,6,16,23,d,0.178,0.139,0.106,-0.0382,0.185,0.238,0.127,0.0835,0.23,0.252,0.193,0.0325,0.0222,0.416,0.35,-0.241,0.181,0.23,0,6/16/21,,,,0,0
2021,6,17,23,d,0.171,0.148,0.0769,0.0895,0.197,0.266,0.155,0.143,0.246,-0.044,0.198,-0.00364,0.0462,0.393,0.47,-0.235,0.214,0.248,0,6/17/21,,,,0,0
2021,6,18,23,d,0.182,0.155,0.106,0.132,0.245,0.232,0.19,0.159,0.308,0.00839,0.295,0.0263,0.00453,0.4,0.546,-0.295,0.245,0.288,0,6/18/21,,,,0,0
2021,6,19,23,d,0.182,0.185,0.112,0.175,0.291,0.211,0.21,0.162,0.4,-0.15,0.288,0.0423,-0.000511,0.399,1.01,-0.226,0.264,0.316,0,6/19/21,,,,0,0
2021,6,20,23,d,0.207,0.255,0.131,0.283,0.29,0.179,0.237,0.197,0.323,-0.232,0.294,0.0611,-0.00747,0.456,1.06,-0.216,0.261,0.29,0,6/20/21,,,,0,0
2021,6,21,23,d,0.195,0.257,0.11,0.325,0.279,0.137,0.228,0.189,0.296,-0.387,0.241,0.0557,0.0144,0.444,1.17,-0.207,0.235,0.255,0,6/21/21,,,,0,0
2021,6,22,23,d,0.205,0.262,0.138,0.327,0.303,0.142,0.237,0.196,0.336,-0.345,0.25,0.0486,-0.0391,0.459,1.13,-0.251,0.241,0.26,0,6/22/21,,,,0,0
2021,6,23,23,d,0.19,0.246,0.146,0.309,0.291,0.117,0.226,0.184,0.325,-0.311,0.241,0.0259,-0.0958,0.462,1.22,-0.313,0.233,0.253,0,6/23/21,,,,0,0
2021,6,24,23,d,0.194,0.262,0.174,0.228,0.265,0.121,0.2,0.161,0.264,-0.193,0.168,0.0443,-0.088,0.452,1.15,-0.26,0.226,0.256,0,6/24/21,,,,0,0
2021,6,25,23,d,0.217,0.241,0.183,0.194,0.243,0.0868,0.185,0.149,0.242,-0.103,0.0766,0.0798,0.0219,0.504,1.24,-0.159,0.206,0.232,0,6/25/21,,,,0,0
2021,6,26,23,d,0.207,0.212,0.179,0.15,0.191,0.0303,0.156,0.128,0.189,0.0431,0.0738,0.0748,0.0297,0.501,0.782,-0.155,0.163,0.18,0,6/26/21,,,,0,0
2021,6,27,23,d,0.192,0.184,0.161,0.0669,0.174,0.00148,0.143,0.113,0.167,0.0615,-0.0238,0.0683,0.0965,0.494,0.736,-0.136,0.147,0.162,0,6/27/21,,,,0,0
2021,6,28,23,d,0.206,0.128,0.164,0.0213,0.168,0.0436,0.15,0.0919,0.201,0.15,-0.00264,0.0766,0.157,0.509,0.57,-0.136,0.148,0.175,0,6/28/21,,,,0,0
2021,6,29,23,d,0.209,0.122,0.157,-0.00539,0.153,0.0403,0.151,0.116,0.178,0.119,0.0286,0.1,0.247,0.492,0.737,-0.0991,0.157,0.176,0,6/29/21,,,,0,0
2021,6,30,23,d,0.209,0.155,0.134,-0.00847,0.185,0.0566,0.154,0.0881,0.208,0.076,0.0336,0.0792,0.258,0.507,0.651,-0.152,0.153,0.184,0,6/30/21,,,,0,0
2021,7,1,23,d,0.194,0.151,0.101,-0.103,0.182,0.09,0.157,0.0845,0.206,0.0727,0.0733,0.0733,0.355,0.436,0.737,-0.159,0.149,0.18,0,7/1/21,,,,0,0
2021,7,2,23,d,0.172,0.168,0.0856,-0.118,0.169,0.153,0.163,0.117,0.17,0.00529,0.0696,0.0491,0.34,0.435,0.568,-0.208,0.168,0.192,0,7/2/21,,,,0,0
2021,7,3,23,d,0.16,0.18,0.057,-0.155,0.199,0.176,0.158,0.0982,0.213,-0.134,0.0972,0.0244,0.217,0.351,0.543,-0.185,0.176,0.216,0,7/3/21,,,,0,0
2021,7,4,23,d,0.201,0.137,0.0617,-0.0762,0.152,0.214,0.147,0.0725,0.165,0.0199,0.36,0.0714,0.385,0.411,0.566,-0.198,0.138,0.172,0,7/4/21,,,,0,0
2021,7,5,23,d,0.176,0.162,0.0855,-0.0783,0.191,0.163,0.182,0.168,0.161,-0.0263,0.293,0.0791,0.246,0.393,0.591,-0.164,0.152,0.198,0,7/5/21,,,,0,0
2021,7,6,23,d,0.185,0.193,0.0542,-0.0266,0.173,0.23,0.184,0.154,0.158,0.00212,0.114,0.0376,0.331,0.378,0.488,-0.129,0.183,0.195,0,7/6/21,,,,0,0
2021,7,7,23,d,0.213,0.221,0.0836,-0.0118,0.162,0.236,0.197,0.196,0.117,0.016,0.0973,0.097,0.381,0.384,0.568,-0.0944,0.207,0.209,0,7/7/21,,,,0,0
2021,7,8,23,d,0.22,0.21,0.101,0.206,0.163,0.262,0.197,0.187,0.126,-0.0883,-0.00298,0.0963,0.245,0.394,0.424,-0.0379,0.214,0.226,0,7/8/21,,,,0,0
2021,7,9,23,d,0.226,0.247,0.0963,0.257,0.18,0.261,0.192,0.156,0.128,-0.186,-0.021,0.102,0.197,0.424,0.679,0.00659,0.207,0.231,0,7/9/21,,,,0,0
2021,7,10,23,d,0.216,0.267,0.0928,0.302,0.22,0.264,0.194,0.135,0.186,-0.269,-0.103,0.118,0.282,0.371,0.726,0.0359,0.224,0.269,0,7/10/21,,,,0,0
2021,7,11,23,d,0.197,0.314,0.107,0.417,0.228,0.28,0.2,0.101,0.164,-0.178,-0.108,0.131,0.278,0.283,0.723,0.044,0.235,0.306,0,7/11/21,,,,0,0
2021,7,12,23,d,0.206,0.293,0.105,0.437,0.267,0.28,0.206,0.079,0.184,-0.212,-0.0481,0.139,0.239,0.274,0.607,0.0534,0.236,0.323,0,7/12/21,,,,0,0
2021,7,13,23,d,0.205,0.375,0.095,0.457,0.216,0.277,0.173,0.0339,0.155,-0.15,-0.0132,0.157,0.187,0.285,0.683,-0.0172,0.218,0.321,0,7/13/21,,,,0,0
2021,7,14,23,d,0.185,0.349,0.0774,0.421,0.199,0.25,0.146,0.0341,0.0856,-0.16,0.0941,0.109,0.157,0.279,1.12,-0.0478,0.203,0.297,0,7/14/21,,,,0,0
2021,7,15,23,d,0.197,0.359,0.171,0.313,0.212,0.271,0.14,0.0356,0.1,-0.0792,0.171,0.128,0.189,0.356,1.1,-0.0586,0.19,0.274,0,7/15/21,,,,0,0
2021,7,16,23,d,0.228,0.335,0.144,0.378,0.234,0.181,0.149,0.0308,0.158,0.0271,0.308,0.149,0.215,0.398,0.623,-0.0876,0.205,0.302,0,7/16/21,,,,0,0
2021,7,17,23,d,0.25,0.276,0.181,0.318,0.19,0.238,0.138,0.0273,0.127,0.151,0.295,0.174,0.236,0.442,0.821,-0.0384,0.202,0.299,0,7/17/21,,,,0,0
2021,7,18,23,d,0.263,0.17,0.218,0.162,0.148,0.264,0.104,0.0219,0.132,0.109,0.38,0.153,0.2,0.517,0.583,-0.17,0.172,0.254,0,7/18/21,,,,0,0
2021,7,19,23,d,0.26,0.133,0.24,0.0677,0.123,0.286,0.0972,0.0534,0.114,0.15,0.374,0.157,0.2,0.514,0.778,-0.173,0.185,0.253,0,7/19/21,,,,0,0
2021,7,20,23,d,0.262,0.14,0.264,0.0186,0.168,0.323,0.115,0.0541,0.15,0.148,0.273,0.158,0.249,0.482,0.552,-0.202,0.208,0.29,0,7/20/21,,,,0,0
2021,7,21,23,d,0.258,0.115,0.291,-0.0539,0.153,0.339,0.108,0.0311,0.18,0.15,0.201,0.175,0.281,0.467,0.188,-0.148,0.187,0.269,0,7/21/21,,,,0,0
2021,7,22,23,d,0.245,0.111,0.261,-0.0743,0.146,0.403,0.126,0.0498,0.171,0.201,0.222,0.136,0.227,0.437,0.326,-0.194,0.188,0.26,0,7/22/21,,,,0,0
2021,7,23,23,d,0.212,0.127,0.228,-0.0259,0.128,0.263,0.127,0.08,0.128,0.129,0.0999,0.107,0.183,0.41,0.312,-0.194,0.189,0.243,0,7/23/21,,,,0,0
2021,7,24,23,d,0.188,0.137,0.195,-0.0217,0.153,0.319,0.117,0.0423,0.167,0.205,0.207,0.0682,0.0522,0.377,0.329,-0.245,0.184,0.264,0,7/24/21,,,,0,0
2021,7,25,23,d,0.167,0.169,0.131,0.0105,0.183,0.262,0.14,0.072,0.196,0.145,0.166,0.0349,0.0224,0.349,0.474,-0.24,0.203,0.276,0,7/25/21,,,,0,0
2021,7,26,23,d,0.15,0.207,0.123,-0.0523,0.19,0.272,0.156,0.0969,0.178,0.169,0.102,0.00306,0.0193,0.309,0.37,-0.304,0.216,0.279,0,7/26/21,,,,0,0
2021,7,27,23,d,0.144,0.186,0.0904,-0.0435,0.167,0.262,0.153,0.109,0.152,0.32,0.169,0.00804,0.074,0.324,0.381,-0.294,0.205,0.252,0,7/27/21,,,,0,0
2021,7,28,23,d,0.155,0.231,0.0816,-0.021,0.21,0.263,0.168,0.114,0.193,0.434,0.223,0.0028,0.0352,0.338,0.727,-0.324,0.224,0.298,0,7/28/21,,,,0,0
2021,7,29,23,d,0.138,0.236,0.0533,-0.0438,0.216,0.284,0.159,0.101,0.199,0.39,0.162,-0.0025,0.123,0.289,0.996,-0.318,0.257,0.344,0,7/29/21,,,,0,0
2021,7,30,23,d,0.131,0.176,0.0667,-0.147,0.209,0.299,0.137,0.0849,0.239,0.312,0.175,-0.0101,0.118,0.317,1.05,-0.344,0.233,0.313,0,7/30/21,,,,0,0
2021,7,31,23,d,0.153,0.197,0.0908,-0.12,0.235,0.269,0.169,0.128,0.264,0.396,0.118,0.0156,0.169,0.332,0.977,-0.298,0.267,0.338,0,7/31/21,,,,0,0
2021,8,1,23,d,0.153,0.178,0.11,-0.121,0.239,0.263,0.164,0.11,0.287,0.268,0.0807,0.0499,0.268,0.275,1.06,-0.236,0.253,0.328,0,8/1/21,,,,0,0
2021,8,2,23,d,0.164,0.217,0.124,-0.0838,0.276,0.234,0.172,0.106,0.321,0.278,0.0697,0.0852,0.291,0.287,1.15,-0.153,0.257,0.337,0,8/2/21,,,,0,0
2021,8,3,23,d,0.175,0.228,0.131,-0.121,0.301,0.238,0.183,0.0888,0.358,0.282,0.0922,0.0797,0.259,0.318,0.947,-0.16,0.248,0.336,0,8/3/21,,,,0,0
2021,8,4,23,d,0.176,0.197,0.0928,-0.103,0.274,0.189,0.187,0.104,0.334,0.0236,0.0655,0.0813,0.345,0.316,0.889,-0.13,0.218,0.301,0,8/4/21,,,,0,0
2021,8,5,23,d,0.196,0.223,0.102,-0.0842,0.297,0.233,0.176,0.0777,0.357,0.181,0.141,0.094,0.326,0.364,0.606,-0.101,0.239,0.326,0,8/5/21,,,,0,0
2021,8,6,23,d,0.225,0.199,0.103,-0.0999,0.264,0.221,0.168,0.0575,0.317,0.257,0.255,0.11,0.361,0.413,0.783,-0.0852,0.227,0.321,0,8/6/21,,,,0,0
2021,8,7,23,d,0.209,0.149,0.0456,-0.0827,0.232,0.189,0.147,0.0268,0.301,0.117,0.297,0.109,0.423,0.404,0.627,-0.0525,0.179,0.274,0,8/7/21,,,,0,0
2021,8,8,23,d,0.231,0.155,0.0349,-0.0264,0.212,0.23,0.141,-0.00571,0.261,0.318,0.365,0.103,0.364,0.488,0.655,-0.0526,0.167,0.265,0,8/8/21,,,,0,0
2021,8,9,23,d,0.239,0.14,0.0177,0.0431,0.214,0.218,0.165,0.00057,0.277,0.32,0.453,0.0887,0.314,0.51,0.619,-0.086,0.177,0.277,0,8/9/21,,,,0,0
2021,8,10,23,d,0.241,0.135,0.0269,0.0495,0.217,0.216,0.174,-0.00225,0.288,0.343,0.436,0.0862,0.273,0.515,0.65,-0.0812,0.171,0.268,0,8/10/21,,,,0,0
2021,8,11,23,d,0.22,0.114,0.0452,-0.0178,0.199,0.196,0.156,-0.0228,0.272,0.488,0.435,0.0627,0.177,0.51,0.627,-0.137,0.153,0.256,0,8/11/21,,,,0,0
2021,8,12,23,d,0.241,0.0977,0.0573,0.0482,0.176,0.2,0.176,0.0171,0.245,0.472,0.455,0.0836,0.0953,0.541,0.604,-0.0291,0.153,0.23,0,8/12/21,,,,0,0
2021,8,13,23,d,0.214,0.127,0.0628,0.154,0.189,0.206,0.199,0.031,0.245,0.423,0.209,0.0728,0.0776,0.425,0.428,-0.0291,0.155,0.223,0,8/13/21,,,,0,0
2021,8,14,23,d,0.215,0.167,0.11,0.105,0.182,0.243,0.202,0.0786,0.197,0.549,0.15,0.04,-0.00931,0.449,0.447,-0.156,0.185,0.24,0,8/14/21,,,,0,0
2021,8,15,23,d,0.193,0.126,0.123,0.238,0.158,0.229,0.196,0.106,0.188,0.587,0.146,0.0668,0.0291,0.4,0.637,-0.173,0.175,0.207,0,8/15/21,,,,0,0
2021,8,16,23,d,0.21,0.0771,0.154,0.192,0.122,0.225,0.164,0.0973,0.162,0.713,0.198,0.097,0.0518,0.454,0.603,-0.127,0.148,0.171,0,8/16/21,,,,0,0
2021,8,17,23,d,0.19,0.0805,0.168,0.256,0.098,0.251,0.153,0.126,0.114,0.754,0.19,0.0899,0.0364,0.386,0.384,-0.175,0.162,0.176,0,8/17/21,,,,0,0
2021,8,18,23,d,0.206,0.0856,0.179,0.377,0.0992,0.257,0.165,0.18,0.112,0.678,0.264,0.107,0.0289,0.399,0.293,-0.177,0.178,0.171,0,8/18/21,,,,0,0
2021,8,19,23,d,0.186,0.0675,0.186,0.306,0.0941,0.196,0.175,0.218,0.117,0.697,0.108,0.0948,0.13,0.379,0.129,-0.265,0.167,0.137,0,8/19/21,,,,0,0
2021,8,20,23,d,0.21,0.105,0.18,0.248,0.102,0.189,0.166,0.202,0.102,0.328,0.172,0.1,0.189,0.451,0.247,-0.267,0.178,0.161,0,8/20/21,,,,0,0
2021,8,21,23,d,0.204,0.0922,0.181,0.234,0.118,0.186,0.175,0.183,0.14,0.412,0.225,0.108,0.19,0.426,0.442,-0.256,0.169,0.158,0,8/21/21,,,,0,0
2021,8,22,23,d,0.206,0.129,0.176,0.116,0.123,0.172,0.179,0.207,0.121,0.225,0.0795,0.075,0.0856,0.455,0.147,-0.232,0.182,0.167,0,8/22/21,,,,0,0
2021,8,23,23,d,0.169,0.127,0.151,0.0745,0.128,0.138,0.177,0.193,0.123,0.0753,-0.00788,0.0402,0.0418,0.386,0.126,-0.266,0.175,0.163,0,8/23/21,,,,0,0
2021,8,24,23,d,0.15,0.13,0.136,-0.0466,0.126,0.11,0.161,0.163,0.111,0.0932,-0.0808,0.0161,0.0723,0.381,0.0793,-0.328,0.154,0.146,0,8/24/21,,,,0,0
2021,8,25,23,d,0.162,0.15,0.169,-0.0624,0.16,0.0718,0.176,0.117,0.15,0.043,-0.159,0.0517,0.0896,0.402,0.196,-0.236,0.148,0.161,0,8/25/21,,,,0,0
2021,8,26,23,d,0.18,0.136,0.166,-0.0066,0.143,0.115,0.165,0.0772,0.181,0.0668,-0.11,0.0613,0.0654,0.437,0.286,-0.164,0.14,0.168,0,8/26/21,,,,0,0
2021,8,27,23,d,0.166,0.0994,0.154,-0.0364,0.144,0.117,0.165,0.116,0.171,0.021,-0.0749,0.0337,-0.029,0.453,0.216,-0.201,0.14,0.148,0,8/27/21,,,,0,0
2021,8,28,23,d,0.175,0.132,0.131,-0.0361,0.153,0.0827,0.169,0.138,0.156,-0.0379,0.00734,0.0182,0.0433,0.441,0.202,-0.27,0.156,0.163,0,8/28/21,,,,0,0
2021,8,29,23,d,0.172,0.141,0.103,-0.0082,0.202,0.091,0.192,0.132,0.255,0.0588,0.0998,0.0335,0.0952,0.439,0.507,-0.242,0.177,0.196,0,8/29/21,,,,0,0
2021,8,30,23,d,0.172,0.122,0.0792,0.0315,0.175,0.0756,0.171,0.118,0.218,-0.0178,0.148,0.0104,0.159,0.47,0.491,-0.312,0.15,0.164,0,8/30/21,,,,0,0
2021,8,31,23,d,0.192,0.101,0.0634,0.189,0.17,0.0618,0.153,0.141,0.228,-0.047,0.128,0.0341,0.201,0.536,0.379,-0.314,0.133,0.126,0,8/31/21,,,,0,0
2021,9,1,23,d,0.156,0.0478,0.0796,0.0216,0.144,0.0435,0.154,0.137,0.232,-0.0107,0.266,0.0364,0.285,0.517,0.342,-0.392,0.144,0.149,0,9/1/21,,,,0,0
2021,9,2,23,d,0.146,0.0166,-0.0126,-0.0249,0.0496,0.0285,0.0923,0.136,0.123,-0.058,0.228,-0.0191,0.428,0.478,0.484,-0.432,0.0642,0.0251,0,9/2/21,,,,0,0
2021,9,3,23,d,0.175,-0.0506,0.00368,0.0109,0.0695,0.0735,0.105,0.129,0.18,-0.00107,0.282,0.0115,0.437,0.502,0.448,-0.466,0.0784,0.0492,0,9/3/21,,,,0,0
2021,9,4,23,d,0.187,-0.0808,0.0277,0.0658,0.0712,0.124,0.101,0.119,0.216,0.0282,0.187,0.0531,0.609,0.442,0.332,-0.379,0.0821,0.0596,0,9/4/21,,,,0,0
2021,9,5,23,d,0.219,-0.077,0.0488,0.0613,0.0654,0.183,0.104,0.122,0.203,0.137,0.199,0.0402,0.573,0.531,0.325,-0.429,0.0997,0.0856,0,9/5/21,,,,0,0
2021,9,6,23,d,0.243,-0.0805,0.0432,0.19,0.0462,0.222,0.117,0.114,0.161,0.0863,0.22,0.0651,0.489,0.496,0.137,-0.474,0.087,0.0697,0,9/6/21,,,,0,0
2021,9,7,23,d,0.224,0.0168,0.0753,0.0748,0.116,0.232,0.13,0.12,0.213,0.156,0.241,0.0361,0.404,0.461,0.227,-0.391,0.124,0.133,0,9/7/21,,,,0,0
2021,9,8,23,d,0.251,0.0638,0.0937,0.1,0.141,0.162,0.143,0.113,0.218,0.203,0.239,0.0643,0.231,0.437,0.732,-0.312,0.137,0.157,0,9/8/21,,,,0,0
2021,9,9,23,d,0.188,0.111,0.113,0.0596,0.259,0.255,0.193,0.0844,0.222,0.212,0.283,0.0369,0.234,0.39,0.129,-0.305,0.236,0.326,0,9/9/21,,,,0,0
2021,9,10,23,d,0.193,0.216,0.124,0.138,0.269,0.193,0.207,0.0836,0.309,0.269,0.316,0.0703,-0.075,0.276,0.229,-0.333,0.224,0.304,0,9/10/21,,,,0,0
2021,9,11,23,d,0.182,0.216,0.156,0.113,0.266,0.137,0.217,0.0799,0.301,0.111,0.383,0.0476,-0.0911,0.292,0.366,-0.313,0.199,0.265,0,9/11/21,,,,0,0
2021,9,12,23,d,0.165,0.251,0.154,0.108,0.243,0.134,0.195,0.066,0.237,0.13,0.346,0.0361,-0.0205,0.285,-0.0173,-0.294,0.186,0.252,0,9/12/21,,,,0,0
2021,9,13,23,d,0.172,0.26,0.17,0.191,0.232,0.131,0.171,0.075,0.218,0.104,0.37,0.0708,0.0631,0.333,0.016,-0.29,0.174,0.226,0,9/13/21,0,0,0,1,0
2021,9,14,23,d,0.142,0.265,0.149,0.264,0.187,0.0993,0.172,0.0731,0.134,0.0471,0.382,0.0867,0.0799,0.305,0.0716,-0.328,0.148,0.187,0,9/14/21,,,,0,0
2021,9,15,23,d,0.132,0.256,0.139,0.234,0.158,0.05,0.166,0.0577,0.135,-0.0537,0.323,0.0758,0.13,0.236,-0.0519,-0.397,0.119,0.149,0,9/15/21,,,,0,0
2021,9,16,23,d,0.148,0.257,0.12,0.252,0.202,0.0647,0.181,0.0414,0.131,-0.00492,0.227,0.0627,0.327,0.295,0.0843,-0.425,0.123,0.165,0,9/16/21,,,,0,0
2021,9,17,23,d,0.16,0.251,0.105,0.213,0.149,0.0638,0.168,0.0772,0.0797,-0.0849,0.287,0.0683,0.319,0.371,0.045,-0.404,0.113,0.129,0,9/17/21,,,,0,0
2021,9,18,23,d,0.17,0.283,0.121,0.23,0.159,0.0799,0.162,0.0832,0.0739,0.0556,0.227,0.0893,0.264,0.377,0.259,-0.222,0.129,0.151,0,9/18/21,,,,0,0
2021,9,19,23,d,0.175,0.262,0.12,0.288,0.169,0.0404,0.167,0.107,0.104,-0.128,0.249,0.12,0.331,0.354,0.294,-0.21,0.126,0.133,0,9/19/21,1,1,1,1,0
2021,9,20,23,d,0.169,0.238,0.0851,0.284,0.153,0.0328,0.145,0.0752,0.123,-0.0175,0.277,0.107,0.266,0.365,0.352,-0.157,0.112,0.13,0,9/20/21,,,,0,1
2021,9,21,23,d,0.199,0.166,0.111,0.362,0.12,0.0651,0.127,0.0876,0.0919,-0.0161,0.251,0.123,0.19,0.434,0.532,-0.0835,0.116,0.129,0,9/21/21,,,,0,1
2021,9,22,23,d,0.179,0.174,0.116,0.37,0.148,0.126,0.14,0.131,0.137,0.0174,0.183,0.0719,0.0285,0.4,0.453,-0.155,0.152,0.159,0,9/22/21,,,,0,1
2021,9,23,23,d,0.188,0.136,0.153,0.276,0.15,0.165,0.13,0.148,0.17,0.128,0.217,0.0758,0.0105,0.438,0.451,-0.208,0.167,0.173,0,9/23/21,,,,0,0
2021,9,24,23,d,0.188,0.15,0.132,0.278,0.186,0.209,0.121,0.119,0.224,0.17,0.204,0.0835,0.00622,0.377,0.597,-0.118,0.186,0.221,0,9/24/21,,,,0,0
2021,9,25,23,d,0.2,0.155,0.115,0.297,0.199,0.208,0.128,0.106,0.244,0.216,0.197,0.0879,0.0368,0.396,0.473,-0.0923,0.19,0.235,0,9/25/21,,,,0,0
2021,9,26,23,d,0.211,0.0949,0.11,0.258,0.172,0.241,0.129,0.0935,0.244,0.212,0.196,0.0898,0.0678,0.421,0.665,-0.0818,0.184,0.232,0,9/26/21,1,0,0,1,0
2021,9,27,23,d,0.222,0.0845,0.133,0.187,0.185,0.263,0.146,0.114,0.278,0.174,0.101,0.0652,0.0185,0.481,0.548,-0.134,0.186,0.223,0,9/27/21,,,,0,0
2021,9,28,23,d,0.202,0.0846,0.128,0.112,0.187,0.257,0.142,0.101,0.282,0.222,0.125,0.0488,0.0285,0.45,0.646,-0.177,0.189,0.236,0,9/28/21,,,,0,0
2021,9,29,23,d,0.202,0.144,0.105,0.159,0.195,0.142,0.138,0.0727,0.244,0.092,0.217,0.0905,0.0868,0.414,0.715,-0.0717,0.164,0.213,0,9/29/21,,,,0,0
2021,9,30,23,d,0.197,0.174,0.096,0.212,0.237,0.156,0.175,0.125,0.261,0.104,0.361,0.0787,0.0841,0.38,0.563,-0.146,0.183,0.213,0,9/30/21,,,,0,0
2021,10,1,23,d,0.196,0.194,0.0981,0.0571,0.264,0.0767,0.198,0.129,0.247,0.0614,0.339,0.0426,0.237,0.418,0.259,-0.334,0.168,0.187,0,10/1/21,,,,0,0
2021,10,2,23,d,0.193,0.3,0.119,-0.00933,0.287,0.102,0.208,0.132,0.276,0.0221,0.338,0.0478,0.3,0.379,0.309,-0.376,0.186,0.213,0,10/2/21,,,,0,0
2021,10,3,23,d,0.163,0.233,0.165,-0.0232,0.277,0.0112,0.21,0.136,0.319,-0.0214,0.246,0.0425,0.348,0.313,0.0973,-0.435,0.157,0.165,0,10/3/21,1,0,0,1,0
