year,month,day,cityid,freq,spend_all,spend_aap,spend_acf,spend_aer,spend_apg,spend_durables,spend_nondurables,spend_grf,spend_gen,spend_hic,spend_hcs,spend_inperson,spend_inpersonmisc,spend_remoteservices,spend_sgh,spend_tws,spend_retail_w_grocery,spend_retail_no_grocery,provisional,date,Outcome,Location,Magnitude,GameDay,PostGame
2021,1,12,23,d,0.186,0.169,-0.172,-0.498,0.211,0.276,0.234,0.0855,0.237,0.451,0.204,-0.158,0.0512,0.414,0.381,-0.42,0.219,0.311,0,1/12/21,,,,0,0
2021,1,13,23,d,0.107,0.141,-0.143,-0.583,0.229,0.308,0.22,0.138,0.288,0.58,0.306,-0.177,0.0999,0.38,0.287,-0.37,0.307,0.346,0,1/13/21,,,,0,0
2021,1,14,23,d,0.126,0.165,-0.122,-0.512,0.219,0.335,0.181,0.139,0.324,0.574,0.289,-0.125,0.111,0.379,0.419,-0.345,0.28,0.371,0,1/14/21,,,,0,0
2021,1,15,23,d,0.117,0.0927,-0.116,-0.462,0.205,0.348,0.149,0.145,0.285,0.764,0.32,-0.106,0.14,0.351,0.408,-0.395,0.269,0.349,0,1/15/21,,,,0,0
2021,1,16,23,d,0.11,0.0817,-0.0991,-0.452,0.207,0.316,0.148,0.171,0.298,0.822,0.279,-0.101,0.0986,0.35,0.305,-0.376,0.269,0.328,0,1/16/21,0,0,2,1,0
2021,1,17,23,d,0.147,0.144,-0.0841,-0.343,0.262,0.314,0.167,0.174,0.348,0.623,0.301,-0.0494,0.168,0.353,0.286,-0.271,0.285,0.356,0,1/17/21,,,,0,0
2021,1,18,23,d,0.153,0.118,-0.0789,-0.342,0.239,0.316,0.165,0.215,0.357,0.524,0.265,-0.0565,0.256,0.384,0.443,-0.305,0.312,0.371,0,1/18/21,,,,0,0
2021,1,19,23,d,0.195,0.0925,-0.0397,-0.244,0.229,0.318,0.159,0.248,0.418,0.632,0.119,-0.0636,0.161,0.426,0.265,-0.338,0.315,0.353,0,1/19/21,,,,0,0
2021,1,20,23,d,0.192,0.0666,-0.0713,-0.183,0.213,0.347,0.155,0.156,0.324,0.619,0.0619,-0.032,0.126,0.484,0.257,-0.371,0.256,0.295,0,1/20/21,,,,0,0
2021,1,21,23,d,0.184,0.0668,-0.0895,-0.231,0.175,0.298,0.147,0.212,0.259,0.333,0.0614,-0.0645,0.221,0.488,0.185,-0.405,0.2,0.19,0,1/21/21,,,,0,0
2021,1,22,23,d,0.196,0.0149,-0.0692,-0.267,0.174,0.277,0.148,0.211,0.303,0.375,0.041,-0.0569,0.25,0.512,0.134,-0.353,0.203,0.197,0,1/22/21,,,,0,0
2021,1,23,23,d,0.194,-0.0169,-0.0684,-0.261,0.173,0.285,0.139,0.195,0.318,0.461,0.0896,-0.0638,0.204,0.529,0.351,-0.369,0.199,0.2,0,1/23/21,,,,0,0
2021,1,24,23,d,0.188,-0.0369,-0.0477,-0.34,0.149,0.327,0.138,0.219,0.292,0.614,0.0515,-0.0992,0.179,0.566,0.433,-0.505,0.217,0.214,0,1/24/21,,,,0,0
2021,1,25,23,d,0.169,-0.0731,-0.0714,-0.377,0.153,0.33,0.138,0.272,0.285,0.625,0.0102,-0.115,0.213,0.532,0.56,-0.517,0.213,0.178,0,1/25/21,,,,0,0
2021,1,26,23,d,0.132,-0.0047,-0.0877,-0.42,0.156,0.362,0.158,0.241,0.13,0.636,-0.0279,-0.134,0.148,0.448,0.444,-0.498,0.262,0.261,0,1/26/21,,,,0,0
2021,1,27,23,d,0.109,-0.157,-0.104,-0.455,0.025,0.255,0.114,0.223,0.167,0.648,0.0344,-0.166,0.0695,0.415,0.362,-0.542,0.177,0.284,0,1/27/21,,,,0,0
2021,1,28,23,d,0.0954,0.0275,-0.0365,-0.46,0.0493,0.298,0.0923,0.152,0.147,0.775,0.123,-0.126,0.0409,0.34,0.196,-0.458,0.177,0.193,0,1/28/21,,,,0,0
2021,1,29,23,d,0.0952,0.0436,-0.0223,-0.579,0.167,0.414,0.188,0.204,0.192,0.914,0.0996,-0.158,0.0421,0.349,0.305,-0.519,0.33,0.331,0,1/29/21,,,,0,0
2021,1,30,23,d,0.135,0.0597,0.0117,-0.618,0.17,0.432,0.197,0.394,0.203,0.826,0.134,-0.126,0.158,0.351,0.493,-0.51,0.352,0.354,0,1/30/21,,,,0,0
2021,1,31,23,d,0.126,0.0758,-0.0281,-0.635,0.174,0.449,0.207,0.373,0.243,0.693,0.213,-0.131,0.13,0.33,0.267,-0.42,0.375,0.378,0,1/31/21,,,,0,0
2021,2,1,23,d,0.114,0.0512,-0.0347,-0.578,0.182,0.392,0.204,0.315,0.282,0.637,0.13,-0.116,0.292,0.337,0.219,-0.413,0.354,0.336,0,2/1/21,,,,0,0
2021,2,2,23,d,0.119,0.0289,-0.053,-0.545,0.215,0.458,0.17,0.3,0.288,0.568,0.0432,-0.132,0.288,0.354,0.239,-0.431,0.333,0.318,0,2/2/21,,,,0,0
2021,2,3,23,d,0.134,0.00543,-0.0458,-0.485,0.182,0.433,0.163,0.314,0.277,0.451,0.0243,-0.119,0.289,0.416,0.925,-0.415,0.344,0.288,0,2/3/21,,,,0,0
2021,2,4,23,d,0.153,0.0537,-0.0596,-0.435,0.196,0.463,0.192,0.386,0.304,0.395,-0.0189,-0.13,0.367,0.45,1.11,-0.491,0.374,0.372,0,2/4/21,,,,0,0
2021,2,5,23,d,0.177,0.0392,-0.0467,-0.299,0.156,0.29,0.19,0.369,0.243,0.414,0.104,-0.112,0.268,0.531,0.197,-0.458,0.269,0.227,0,2/5/21,,,,0,0
2021,2,6,23,d,0.169,-0.065,-0.094,-0.214,0.129,0.259,0.166,0.308,0.29,0.3,0.0326,-0.124,0.183,0.549,0.0111,-0.464,0.248,0.197,0,2/6/21,,,,0,0
2021,2,7,23,d,0.191,-0.0884,-0.0541,-0.136,0.0784,0.227,0.184,0.331,0.206,0.303,-0.0578,-0.0953,0.212,0.544,0.169,-0.463,0.227,0.167,0,2/7/21,,,,0,0
2021,2,8,23,d,0.208,-0.0687,-0.0545,-0.119,0.124,0.245,0.191,0.361,0.217,0.141,0.0172,-0.121,0.192,0.572,0.271,-0.472,0.232,0.177,0,2/8/21,,,,0,0
2021,2,9,23,d,0.221,-0.0556,-0.0497,-0.127,0.119,0.265,0.274,0.434,0.255,0.285,0.06,-0.101,0.0888,0.533,0.156,-0.454,0.311,0.239,0,2/9/21,,,,0,0
2021,2,10,23,d,0.192,-0.0735,-0.0508,-0.129,0.123,0.287,0.291,0.488,0.281,0.367,0.0013,-0.115,0.121,0.45,0.0204,-0.489,0.341,0.255,0,2/10/21,,,,0,0
2021,2,11,23,d,0.156,-0.0783,-0.124,-0.162,0.116,0.233,0.282,0.445,0.268,0.366,0.0306,-0.164,0.00549,0.427,-0.0486,-0.493,0.248,0.212,0,2/11/21,,,,0,0
2021,2,12,23,d,0.122,-0.108,-0.125,-0.2,0.113,0.235,0.294,0.46,0.298,0.364,-0.0361,-0.194,-0.0571,0.388,0.136,-0.466,0.329,0.254,0,2/12/21,,,,0,0
2021,2,13,23,d,0.0835,-0.112,-0.156,-0.207,0.111,0.263,0.225,0.3,0.273,0.249,-0.108,-0.181,0.0665,0.287,0.503,-0.445,0.259,0.222,0,2/13/21,,,,0,0
2021,2,14,23,d,0.0843,-0.0624,-0.177,-0.264,0.117,0.238,0.232,0.318,0.284,0.24,-0.0275,-0.213,0.074,0.325,0.123,-0.556,0.264,0.231,0,2/14/21,,,,0,0
2021,2,15,23,d,0.0629,-0.0917,-0.182,-0.215,0.0938,0.218,0.223,0.301,0.272,0.293,-0.106,-0.223,0.128,0.268,0.125,-0.59,0.247,0.214,0,2/15/21,,,,0,0
2021,2,16,23,d,0.0781,-0.102,-0.153,-0.211,0.115,0.255,0.213,0.304,0.325,0.22,-0.0313,-0.201,0.0586,0.299,0.25,-0.554,0.273,0.253,0,2/16/21,,,,0,0
2021,2,17,23,d,0.0923,-0.0685,-0.162,-0.238,0.111,0.249,0.236,0.367,0.28,0.193,0.0126,-0.209,-0.0157,0.323,0.391,-0.527,0.29,0.244,0,2/17/21,,,,0,0
2021,2,18,23,d,0.0689,-0.0837,-0.172,-0.212,0.115,0.194,0.195,0.268,0.251,0.0878,0.124,-0.191,-0.0931,0.312,0.228,-0.434,0.243,0.234,0,2/18/21,,,,0,0
2021,2,19,23,d,0.0624,-0.0933,-0.153,-0.23,0.00381,0.161,0.186,0.134,0.243,-0.0109,0.241,-0.175,-0.112,0.349,0.128,-0.429,0.237,0.235,0,2/19/21,,,,0,0
2021,2,20,23,d,0.13,-0.0326,-0.0731,-0.237,0.114,0.203,0.177,0.193,0.235,0.145,0.346,-0.141,-0.0726,0.419,0.000787,-0.439,0.232,0.235,0,2/20/21,,,,0,0
2021,2,21,23,d,0.137,-0.0277,-0.0558,-0.187,0.113,0.253,0.167,0.209,0.227,0.129,0.366,-0.112,-0.144,0.378,0.567,-0.38,0.227,0.236,0,2/21/21,,,,0,0
2021,2,22,23,d,0.148,-0.0331,-0.0229,-0.244,0.085,0.275,0.174,0.243,0.177,0.141,0.303,-0.0795,-0.165,0.392,0.372,-0.335,0.22,0.204,0,2/22/21,,,,0,0
2021,2,23,23,d,0.128,0.021,-0.0216,-0.315,0.0927,0.27,0.178,0.224,0.135,0.13,0.502,-0.105,-0.144,0.391,0.516,-0.375,0.271,0.287,0,2/23/21,,,,0,0
2021,2,24,23,d,0.141,0.074,-0.0105,-0.353,0.147,0.197,0.156,0.126,0.203,0.465,0.396,-0.0931,-0.0835,0.42,-0.323,-0.35,0.181,0.313,0,2/24/21,,,,0,0
2021,2,25,23,d,0.156,0.106,0.00842,-0.339,0.199,0.287,0.219,0.223,0.307,0.578,0.27,-0.0796,-0.0696,0.481,0.465,-0.408,0.316,0.339,0,2/25/21,,,,0,0
2021,2,26,23,d,0.238,0.127,0.0245,-0.417,0.22,0.333,0.231,0.4,0.327,0.69,0.0523,-0.0659,0.0139,0.469,0.274,-0.383,0.338,0.364,0,2/26/21,,,,0,0
2021,2,27,23,d,0.166,0.0973,0.0748,-0.489,0.242,0.311,0.244,0.369,0.347,0.832,-0.0105,-0.132,-0.127,0.39,0.414,-0.368,0.381,0.387,0,2/27/21,,,,0,0
2021,2,28,23,d,0.17,0.143,0.0566,-0.584,0.263,0.313,0.257,0.325,0.367,0.914,-0.0733,-0.135,-0.0963,0.42,0.388,-0.354,0.382,0.416,0,2/28/21,,,,0,0
2021,3,1,23,d,0.19,0.118,0.0615,-0.541,0.276,0.301,0.26,0.326,0.417,1.06,-0.133,-0.113,-0.00937,0.43,0.334,-0.344,0.383,0.416,0,3/1/21,,,,0,0
2021,3,2,23,d,0.2,0.128,0.0254,-0.49,0.294,0.333,0.24,0.278,0.441,0.726,-0.0717,-0.113,0.103,0.462,0.351,-0.32,0.394,0.462,0,3/2/21,,,,0,0
2021,3,3,23,d,0.223,0.127,0.032,-0.378,0.275,0.329,0.243,0.295,0.406,0.632,-0.00362,-0.0673,0.161,0.505,0.714,-0.284,0.379,0.428,0,3/3/21,,,,0,0
2021,3,4,23,d,0.194,0.126,0.0034,-0.334,0.263,0.29,0.219,0.256,0.319,0.538,-0.0411,-0.0667,0.223,0.495,0.314,-0.277,0.31,0.345,0,3/4/21,,,,0,0
2021,3,5,23,d,0.199,0.104,-0.0352,-0.24,0.193,0.289,0.191,0.209,0.264,0.444,0.0666,-0.03,0.37,0.449,0.199,-0.283,0.273,0.308,0,3/5/21,,,,0,0
2021,3,6,23,d,0.221,0.153,-0.0421,-0.145,0.216,0.261,0.167,0.175,0.266,0.363,0.13,0.00584,0.488,0.494,0.12,-0.288,0.257,0.304,0,3/6/21,,,,0,0
2021,3,7,23,d,0.227,0.234,-0.0525,-0.051,0.262,0.205,0.19,0.187,0.283,0.256,0.163,-0.00312,0.512,0.529,0.259,-0.357,0.256,0.291,0,3/7/21,,,,0,0
2021,3,8,23,d,0.219,0.227,-0.0413,-0.0622,0.303,0.19,0.203,0.195,0.28,0.202,0.12,-0.0148,0.444,0.532,0.256,-0.371,0.276,0.32,0,3/8/21,,,,0,0
2021,3,9,23,d,0.211,0.22,-0.0173,-0.0782,0.25,0.209,0.188,0.213,0.241,0.132,0.101,0.0149,0.468,0.489,0.268,-0.286,0.272,0.301,0,3/9/21,,,,0,0
2021,3,10,23,d,0.182,0.226,-0.0272,-0.173,0.22,0.207,0.168,0.188,0.216,0.153,0.0719,-0.0163,0.396,0.441,0.223,-0.314,0.257,0.29,0,3/10/21,,,,0,0
2021,3,11,23,d,0.18,0.245,0.00154,-0.193,0.246,0.184,0.179,0.2,0.248,0.16,0.0991,-0.0133,0.43,0.444,0.26,-0.363,0.262,0.29,0,3/11/21,,,,0,0
2021,3,12,23,d,0.197,0.199,0.0174,-0.214,0.238,0.242,0.209,0.238,0.316,0.6,0.0274,-0.0341,0.272,0.473,0.319,-0.332,0.328,0.361,0,3/12/21,,,,0,0
2021,3,13,23,d,0.183,0.192,0.0113,-0.304,0.277,0.277,0.236,0.262,0.3,0.557,-0.0336,-0.0401,0.242,0.47,0.405,-0.3,0.326,0.353,0,3/13/21,,,,0,0
2021,3,14,23,d,0.173,0.185,0.0296,-0.378,0.229,0.344,0.217,0.287,0.267,0.737,-0.00868,-0.032,0.229,0.41,0.343,-0.285,0.356,0.388,0,3/14/21,,,,0,0
2021,3,15,23,d,0.193,0.233,0.0206,-0.319,0.267,0.318,0.209,0.322,0.254,0.814,-0.0189,-0.00611,0.222,0.455,0.304,-0.287,0.331,0.422,0,3/15/21,,,,0,0
2021,3,16,23,d,0.198,0.105,0.0297,-0.246,0.215,0.278,0.224,0.307,0.307,0.744,-0.0405,-0.0173,0.158,0.482,0.332,-0.264,0.341,0.352,0,3/16/21,,,,0,0
2021,3,17,23,d,0.283,0.328,0.0295,-0.0972,0.342,0.295,0.275,0.343,0.345,0.678,0.0524,0.0217,0.255,0.679,0.482,-0.2,0.415,0.397,0,3/17/21,,,,0,0
2021,3,18,23,d,0.319,0.375,0.0412,-0.112,0.38,0.358,0.274,0.301,0.384,0.784,0.146,0.0198,0.267,0.929,0.557,-0.24,0.423,0.523,0,3/18/21,,,,0,0
2021,3,19,23,d,0.365,0.423,0.0441,-0.122,0.335,0.361,0.265,0.275,0.322,0.79,0.238,0.0269,0.272,0.962,0.472,-0.254,0.414,0.477,0,3/19/21,,,,0,0
2021,3,20,23,d,0.392,0.471,0.0698,-0.0665,0.455,0.329,0.333,0.249,0.444,0.746,0.28,0.0489,0.275,1.01,0.736,-0.222,0.447,0.59,0,3/20/21,,,,0,0
2021,3,21,23,d,0.429,0.518,0.0595,0.0844,0.493,0.368,0.353,0.24,0.474,0.762,0.235,0.0361,0.348,1.04,0.802,-0.3,0.493,0.624,0,3/21/21,,,,0,0
2021,3,22,23,d,0.433,0.501,0.0668,0.12,0.482,0.385,0.366,0.174,0.47,0.62,0.288,0.0147,0.332,1.1,0.867,-0.318,0.52,0.612,0,3/22/21,,,,0,0
2021,3,23,23,d,0.444,0.63,0.0759,0.0296,0.578,0.407,0.374,0.194,0.538,0.633,0.33,0.0142,0.357,1.08,0.84,-0.42,0.472,0.601,0,3/23/21,,,,0,0
2021,3,24,23,d,0.351,0.467,0.0626,-0.00576,0.523,0.468,0.322,0.147,0.516,0.568,0.351,-0.0174,0.234,0.814,1.1,-0.457,0.462,0.59,0,3/24/21,,,,0,0
2021,3,25,23,d,0.3,0.528,0.0416,0.0413,0.519,0.441,0.342,0.181,0.514,0.475,0.321,-0.0221,0.0918,0.641,1.16,-0.406,0.488,0.653,0,3/25/21,,,,0,0
2021,3,26,23,d,0.293,0.469,0.0453,0.0288,0.487,0.476,0.322,0.186,0.508,0.537,0.327,-0.0225,0.0853,0.62,1.35,-0.406,0.471,0.626,0,3/26/21,,,,0,0
2021,3,27,23,d,0.265,0.492,0.0391,-0.0539,0.491,0.485,0.324,0.199,0.494,0.652,0.329,-0.056,0.0896,0.591,1.21,-0.477,0.497,0.664,0,3/27/21,,,,0,0
2021,3,28,23,d,0.246,0.398,0.0416,-0.107,0.421,0.504,0.281,0.184,0.445,0.444,0.429,-0.0433,0.0209,0.516,0.935,-0.427,0.419,0.545,0,3/28/21,,,,0,0
2021,3,29,23,d,0.251,0.432,0.0129,-0.135,0.428,0.552,0.283,0.2,0.429,0.33,0.503,-0.0387,-0.0446,0.481,1.11,-0.335,0.428,0.55,0,3/29/21,,,,0,0
2021,3,30,23,d,0.261,0.395,0.0376,-0.0753,0.426,0.514,0.273,0.181,0.459,0.365,0.602,-0.0164,0.0111,0.525,0.774,-0.362,0.376,0.482,0,3/30/21,,,,0,0
2021,3,31,23,d,0.275,0.425,0.074,-0.106,0.45,0.528,0.289,0.183,0.477,0.384,0.534,0.0264,0.0965,0.5,0.661,-0.273,0.401,0.52,0,3/31/21,,,,0,0
2021,4,1,23,d,0.265,0.383,0.0679,-0.177,0.434,0.516,0.278,0.188,0.486,0.388,0.453,0.0425,0.327,0.454,0.636,-0.268,0.412,0.538,0,4/1/21,,,,0,0
2021,4,2,23,d,0.269,0.369,0.0975,-0.224,0.445,0.464,0.302,0.212,0.52,0.288,0.358,0.0562,0.418,0.458,0.455,-0.268,0.405,0.515,0,4/2/21,,,,0,0
2021,4,3,23,d,0.276,0.329,0.0894,-0.197,0.407,0.36,0.292,0.243,0.486,0.206,0.323,0.0692,0.434,0.508,0.418,-0.238,0.29,0.355,0,4/3/21,,,,0,0
2021,4,4,23,d,0.257,0.174,0.0495,-0.208,0.223,0.336,0.199,0.163,0.269,0.238,0.29,0.0621,0.556,0.553,0.371,-0.248,0.269,0.323,0,4/4/21,,,,0,0
2021,4,5,23,d,0.277,0.175,0.0799,-0.217,0.226,0.341,0.213,0.167,0.278,0.243,0.188,0.0773,0.688,0.583,0.32,-0.295,0.273,0.329,0,4/5/21,,,,0,0
2021,4,6,23,d,0.282,0.152,0.0841,-0.238,0.224,0.346,0.214,0.178,0.299,0.346,0.133,0.09,0.705,0.556,0.32,-0.232,0.278,0.329,0,4/6/21,,,,0,0
2021,4,7,23,d,0.276,0.146,0.0716,-0.256,0.219,0.339,0.219,0.189,0.292,0.464,0.193,0.0574,0.71,0.588,0.312,-0.21,0.273,0.313,0,4/7/21,,,,0,0
2021,4,8,23,d,0.28,0.121,0.0866,-0.368,0.2,0.315,0.198,0.16,0.284,0.302,0.104,0.0691,0.615,0.665,0.367,-0.197,0.264,0.264,0,4/8/21,,,,0,0
2021,4,9,23,d,0.252,0.0734,0.0897,-0.327,0.159,0.212,0.204,0.122,0.251,0.262,0.167,0.0624,0.537,0.634,0.33,-0.201,0.263,0.305,0,4/9/21,,,,0,0
2021,4,10,23,d,0.226,0.0161,0.0344,-0.331,0.122,0.253,0.12,0.0884,0.235,0.263,0.265,0.0506,0.516,0.571,0.463,-0.226,0.169,0.202,0,4/10/21,,,,0,0
2021,4,11,23,d,0.258,0.123,0.106,-0.339,0.249,0.299,0.206,0.174,0.385,0.273,0.307,0.0964,0.462,0.507,0.787,-0.159,0.261,0.298,0,4/11/21,,,,0,0
2021,4,12,23,d,0.232,0.0874,0.133,-0.328,0.221,0.35,0.199,0.133,0.364,0.196,0.292,0.0929,0.385,0.455,0.838,-0.17,0.253,0.314,0,4/12/21,,,,0,0
2021,4,13,23,d,0.212,0.0989,0.111,-0.37,0.216,0.323,0.162,0.124,0.339,0.29,0.271,0.0609,0.355,0.451,0.983,-0.223,0.241,0.305,0,4/13/21,,,,0,0
2021,4,14,23,d,0.194,0.0836,0.103,-0.391,0.217,0.289,0.15,0.0873,0.362,0.18,0.264,0.0552,0.291,0.414,1.01,-0.153,0.228,0.311,0,4/14/21,,,,0,0
2021,4,15,23,d,0.195,0.0838,0.114,-0.236,0.232,0.345,0.153,0.0907,0.387,0.19,0.25,0.0781,0.26,0.357,1.14,-0.207,0.262,0.418,0,4/15/21,,,,0,0
2021,4,16,23,d,0.221,0.126,0.127,-0.0935,0.27,0.33,0.184,0.0767,0.422,0.305,0.276,0.0717,0.242,0.375,1.01,-0.252,0.295,0.447,0,4/16/21,,,,0,0
2021,4,17,23,d,0.231,0.172,0.148,-0.0393,0.32,0.375,0.187,0.0388,0.469,0.263,0.281,0.0895,0.285,0.388,1.05,-0.262,0.318,0.499,0,4/17/21,,,,0,0
2021,4,18,23,d,0.223,0.169,0.125,0.00466,0.317,0.343,0.159,0.00556,0.475,0.253,0.206,0.0662,0.32,0.426,1.1,-0.313,0.309,0.507,0,4/18/21,,,,0,0
2021,4,19,23,d,0.205,0.137,0.119,-0.0438,0.277,0.344,0.137,-0.0331,0.426,0.253,0.239,0.0388,0.294,0.438,1.26,-0.328,0.275,0.477,0,4/19/21,,,,0,0
2021,4,20,23,d,0.191,0.116,0.0892,-0.000137,0.243,0.263,0.109,-0.0761,0.374,0.145,0.194,0.0324,0.324,0.432,1.32,-0.361,0.294,0.446,0,4/20/21,,,,0,0
2021,4,21,23,d,0.225,0.137,0.0954,0.0284,0.238,0.328,0.155,-0.00788,0.342,0.205,0.259,0.0463,0.321,0.449,1.45,-0.35,0.287,0.424,0,4/21/21,,,,0,0
2021,4,22,23,d,0.21,0.157,0.0927,0.0332,0.29,0.307,0.164,0.0103,0.423,0.328,0.154,0.0241,0.341,0.449,1.34,-0.411,0.295,0.396,0,4/22/21,,,,0,0
2021,4,23,23,d,0.19,0.12,0.0934,-0.156,0.185,0.267,0.149,0.0327,0.253,0.194,0.2,0.0233,0.358,0.421,1.24,-0.397,0.265,0.368,0,4/23/21,,,,0,0
2021,4,24,23,d,0.204,0.0876,0.0857,-0.148,0.178,0.349,0.145,0.0692,0.209,0.225,0.164,0.0125,0.172,0.478,1.15,-0.349,0.257,0.361,0,4/24/21,,,,0,0
2021,4,25,23,d,0.2,0.0944,0.0845,-0.221,0.133,0.35,0.151,0.132,0.164,0.151,0.206,-0.00154,0.148,0.47,0.846,-0.374,0.256,0.313,0,4/25/21,,,,0,0
2021,4,26,23,d,0.208,0.143,0.104,-0.246,0.162,0.371,0.166,0.206,0.176,0.164,0.232,0.0128,0.164,0.422,0.797,-0.349,0.275,0.284,0,4/26/21,,,,0,0
2021,4,27,23,d,0.201,0.172,0.0992,-0.255,0.17,0.362,0.202,0.276,0.167,0.121,0.27,0.0092,0.106,0.397,0.526,-0.328,0.313,0.301,0,4/27/21,,,,0,0
2021,4,28,23,d,0.167,0.148,0.0938,-0.245,0.195,0.334,0.196,0.234,0.238,0.208,0.225,-0.0135,0.143,0.374,0.377,-0.41,0.322,0.373,0,4/28/21,,,,0,0
2021,4,29,23,d,0.173,0.137,0.0956,-0.332,0.108,0.398,0.179,0.308,0.0868,0.252,0.177,-0.0382,0.12,0.363,0.276,-0.437,0.344,0.279,0,4/29/21,,,,0,0
2021,4,30,23,d,0.19,0.164,0.0863,-0.264,0.237,0.391,0.205,0.319,0.287,0.341,0.221,-0.0414,0.192,0.371,0.423,-0.484,0.367,0.413,0,4/30/21,,,,0,0
2021,5,1,23,d,0.16,0.201,0.0899,-0.271,0.206,0.399,0.221,0.329,0.215,0.47,0.156,-0.0476,0.3,0.292,0.28,-0.518,0.365,0.372,0,5/1/21,,,,0,0
2021,5,2,23,d,0.17,0.219,0.0966,-0.294,0.279,0.408,0.257,0.319,0.337,0.735,0.22,-0.0353,0.272,0.262,0.506,-0.466,0.411,0.453,0,5/2/21,,,,0,0
2021,5,3,23,d,0.148,0.211,0.0927,-0.257,0.28,0.352,0.255,0.322,0.343,0.673,0.19,-0.0377,0.326,0.212,0.613,-0.482,0.408,0.449,0,5/3/21,,,,0,0
2021,5,4,23,d,0.185,0.165,0.0874,-0.249,0.301,0.418,0.28,0.344,0.309,0.803,0.229,-0.0142,0.355,0.261,0.411,-0.398,0.436,0.48,0,5/4/21,,,,0,0
2021,5,5,23,d,0.214,0.203,0.1,-0.301,0.284,0.441,0.278,0.343,0.295,0.791,0.236,0.0156,0.398,0.317,0.512,-0.321,0.428,0.471,0,5/5/21,,,,0,0
2021,5,6,23,d,0.214,0.172,0.0864,-0.239,0.275,0.385,0.199,0.179,0.373,0.707,0.348,0.0293,0.385,0.368,0.408,-0.295,0.353,0.453,0,5/6/21,,,,0,0
2021,5,7,23,d,0.225,0.144,0.0764,-0.327,0.225,0.435,0.185,0.162,0.304,0.716,0.264,0.055,0.42,0.395,0.307,-0.133,0.339,0.434,0,5/7/21,,,,0,0
2021,5,8,23,d,0.255,0.204,0.0682,-0.239,0.255,0.467,0.196,0.167,0.303,0.645,0.28,0.0833,0.416,0.449,0.433,-0.0969,0.361,0.47,0,5/8/21,,,,0,0
2021,5,9,23,d,0.257,0.201,0.0675,-0.153,0.221,0.468,0.155,0.116,0.239,0.395,0.13,0.107,0.42,0.459,0.501,-0.0000999,0.309,0.419,0,5/9/21,,,,0,0
2021,5,10,23,d,0.29,0.22,0.0752,-0.0693,0.22,0.528,0.155,0.1,0.219,0.333,0.202,0.112,0.366,0.487,0.594,0.0649,0.304,0.419,0,5/10/21,,,,0,0
2021,5,11,23,d,0.265,0.218,0.0807,-0.385,0.215,0.437,0.138,0.0627,0.211,0.207,0.144,0.106,0.31,0.529,0.579,0.0834,0.291,0.378,0,5/11/21,,,,0,0
2021,5,12,23,d,0.243,0.244,0.0787,0.0983,0.243,0.424,0.141,0.0421,0.24,0.211,0.135,0.0673,0.255,0.505,0.408,-0.00765,0.262,0.39,0,5/12/21,,,,0,0
2021,5,13,23,d,0.281,0.234,0.0462,-0.0744,0.239,0.464,0.17,0.0972,0.243,0.344,0.185,0.101,0.319,0.559,0.49,0.0255,0.282,0.386,0,5/13/21,,,,0,0
2021,5,14,23,d,0.278,0.268,0.0739,0.0815,0.26,0.435,0.18,0.0864,0.251,0.384,0.291,0.0893,0.185,0.576,0.744,-0.0732,0.282,0.394,0,5/14/21,,,,0,0
2021,5,15,23,d,0.272,0.199,0.0719,0.178,0.22,0.381,0.153,0.0486,0.234,0.377,0.245,0.118,0.194,0.571,0.858,-0.00909,0.256,0.366,0,5/15/21,,,,0,0
2021,5,16,23,d,0.301,0.199,0.0936,0.433,0.255,0.36,0.173,0.0478,0.3,0.421,0.413,0.141,0.179,0.65,0.841,-0.0106,0.247,0.357,0,5/16/21,,,,0,0
2021,5,17,23,d,0.339,0.204,0.0869,0.401,0.256,0.428,0.161,0.0257,0.299,0.472,0.505,0.138,0.222,0.695,0.738,-0.0237,0.254,0.387,0,5/17/21,,,,0,0
2021,5,18,23,d,0.356,0.208,0.0767,0.68,0.283,0.469,0.186,0.0668,0.267,0.435,0.51,0.19,0.445,0.729,0.819,-0.0363,0.254,0.36,0,5/18/21,,,,0,0
2021,5,19,23,d,0.375,0.276,0.0969,0.544,0.269,0.43,0.186,0.0828,0.262,0.442,0.558,0.231,0.405,0.759,1.18,0.0707,0.302,0.426,0,5/19/21,,,,0,0
2021,5,20,23,d,0.289,0.281,0.119,0.443,0.257,0.379,0.169,0.0743,0.236,0.449,0.449,0.185,0.329,0.704,1.13,-0.00738,0.272,0.38,0,5/20/21,,,,0,0
2021,5,21,23,d,0.313,0.268,0.113,0.476,0.276,0.353,0.168,0.0798,0.284,0.336,0.31,0.185,0.362,0.638,0.784,0.00297,0.276,0.384,0,5/21/21,,,,0,0
2021,5,22,23,d,0.309,0.21,0.112,0.422,0.227,0.327,0.152,0.0928,0.242,0.388,0.366,0.161,0.393,0.671,0.832,-0.216,0.271,0.369,0,5/22/21,,,,0,0
2021,5,23,23,d,0.28,0.231,0.101,0.207,0.216,0.35,0.158,0.106,0.204,0.47,0.269,0.121,0.485,0.619,0.761,-0.25,0.274,0.366,0,5/23/21,,,,0,0
